全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
141305,141305000041 ,神奈川県川崎市,川崎市農業技術支援センター,カワサキシノウギョウギジュツシエンセンター,,,3699,,,141356,,神奈川県川崎市多摩区菅仙谷3-17-1,神奈川県,川崎市,多摩区菅仙谷,,,35.6249582,139.5230607,,,044-945-0153,,,,,2140006,,,,,,利用可能時間は9:30～16:30（4月～8月）、9:30～16:00（9月～3月）。休館日は毎週月曜日（月曜日祝日の場合は開所し、翌平日が休所日）、年末年始（12/29～1/3）。,農業技術支援センターは、昭和34年に園芸技術普及農場山地果樹試験地として設置され、昭和47年にフルーツパークに名称変更し、一般に開放されるようになりました。平成20年に、組織改編にともない現在の名称に改めました。現在は市内農業者への果樹、野菜、花きの各分野に係る農産物の生産技術の向上を支援する事業や、市民の農業に対する更なる理解と参加を促進するための事業を行っています。,,,,,,,,,,,,,,,,,,http://www.city.kawasaki.jp/shisetsu/category/46-4-0-0-0-0-0-0-0-0.html,,,
141305,141305000042 ,神奈川県川崎市,川崎市都市農業振興センター,カワサキシトシノウギョウシンコウセンター,,,3699,,,141348,,神奈川県川崎市高津区梶ヶ谷2-1-7JAセレサ梶ヶ谷ビル2F,神奈川県,川崎市,高津区梶ヶ谷,,,35.59080026,139.6030828,,,044-860-2462,,,,,2130015,,,,8:30:00,17:00:00,休館日は土日、祝休日、年末年始（12/29～1/3）,都市農業振興センターでは、農業者が都市的立地を活かした健全な農業経営を行い「生業」として息づき、併せて、安らぎや潤いなど多面的な役割を果たしている貴重な空間である農地を守っていけるよう、農業者の営農意欲や市民の農業理解をさらに向上させるなどの取組を行っています。,,,,,,,,,,,,,,,,,,http://www.city.kawasaki.jp/kurashi/category/32-12-3-1-0-0-0-0-0-0.html,,,
141305,141305000043 ,神奈川県川崎市,王禅寺余熱利用市民施設（ヨネッティー王禅寺）,オウゼンジヨネツリヨウシミンシセツ（ヨネッティーオウゼンジ）,Yonetty Ozenji,ヨネッティー王禅寺,1107,,,141372,,神奈川県川崎市麻生区王禅寺1321,神奈川県,川崎市,麻生区王禅寺,,,35.59365709,139.52468,階数,４,044-951-3636,,,https://secure.sportsoasis.co.jp/about/contact/index.html,Twitter: @Yonettyouzenji; Instagram: @yonetty_ouzenji,2150013,7000020141305,川崎市,月火水木金土日,9:00:00,21:00:00,休館日は年末年始（12/29～1/3）、施設点検日(原則第4水曜日),ヨネッティー王禅寺は、隣接する王禅寺処理センターの余熱を利用したスポーツ施設です。温水プールには流水プールや子どもに人気のスライダープールがあるほか、トレーニングルーム、シニア休養施設、レストラン、図書コーナー、会議室などがあります。,可,有,無,有,有,有,無,有,無,有,有,有,有,有,可,無,有,https://www.sportsoasis.co.jp/sh41/,,,
141305,141305000044 ,神奈川県川崎市,川崎市環境総合研究所,カワサキシカンキョウソウゴウケンキュウジョ,Kawasaki Environment Research Institute,,1513,,,141313,,神奈川県川崎市川崎区殿町3-25-13川崎生命科学・環境研究センター（LiSE）3階,神奈川県,川崎市,川崎区殿町,,,35.54082041,139.7542632,,,044-276-9001,,30sojig@city.kawasaki.jp,,,2100821,7000020141305,川崎市,月火水木金,8:30:00,17:15:00,休館日は土日、祝休日、年末年始（12/29～1/3）,川崎市環境総合研究所は、市内の大気の常時監視・成分分析や、河川等の水質分析、気候変動影響の情報収集等を行い、市民のために環境課題を解決する研究を進め、国内外の都市や研究機関、優れた環境技術を有する市内企業等と連携し、川崎のフィールドを活かした環境の総合的な研究に取り組んでいます。また、川崎の環境対策の取り組みや優れた環境技術などについての情報の収集・発信のほか、市民を対象とした環境セミナーの開催や環境分野における国際貢献に向けた取り組みなども推進しています。,可,無,無,無,有,無,無,無,無,有,無,無,無,無,否,無,有,https://www.city.kawasaki.jp/kurashi/category/29-3-8-0-0-0-0-0-0-0.html,,,
141305,141305000045 ,神奈川県川崎市,浮島処理センター,ウキシマショリセンター,Kawasaki City Ukisima Waste to Energy Center,,2006,,,141313,,神奈川県川崎市川崎区浮島町509-1,神奈川県,川崎市,川崎区浮島町,,,35.51440246,139.783379,,,044-287-9600,,30ukisi@city.kawasaki.jp,,,2100862,7000020141305,川崎市,月火水木金土,8:30:00,17:15:00,休館日は日曜日、年末年始（1/1～1/3）,浮島処理センターは、主に市南部のごみを処理する施設であり、粗大ごみ処理施設、特殊焼却施設を集合させた総合施設です。また、焼却に伴い発生する熱の再利用や、余剰電力を売電するとともに、公害防止等の面からも高度な設備を設けており、資源の再利用と環境保全に配慮した施設です。,可,有,無,有,有,無,有,可,無,有,有,有,無,無,否,無,可,http://www.city.kawasaki.jp/shisetsu/category/43-1-0-0-0-0-0-0-0-0.html,,,
141305,141305000046 ,神奈川県川崎市,橘処理センター,タチバナショリセンター,Kawasaki City Tachibana Waste to Energy Center,,2006,,,141348,,神奈川県川崎市高津区新作1-20-1,神奈川県,川崎市,高津区新作,,,35.58589911,139.6091107,,,044-865-0013,,30tatibana@city.kawasaki.jp,,,2130014,7000020141305,川崎市,月火水木金土,8:30:00,17:15:00,休館日は日曜日、年末年始（1/1～1/3）,橘処理センターは、市中部のごみ処理の基幹的役割を担い、ごみの焼却に伴い発生する廃熱を利用した高効率発電設備を設け売電するとともに、公害防止等の面から厳しい管理値をクリアできる高度な設備を有し、低炭素社会の構築や環境保全に寄与する施設です。,可,有,無,有,有,有,有,可,無,有,有,有,無,有,否,無,可,http://www.city.kawasaki.jp/shisetsu/category/43-3-0-0-0-0-0-0-0-0.html,,,
141305,141305000047 ,神奈川県川崎市,王禅寺処理センター,オウゼンジショリセンター,Kawasaki City Ozenji Municipal Solid Waste Disposal Center,,2006,,,141372,,神奈川県川崎市麻生区王禅寺1285,神奈川県,川崎市,麻生区王禅寺,,,35.59115055,139.5247916,,,044-966-6135,,30ouzen@city.kawasaki.jp,,,2150013,7000020141305,川崎市,月火水木金土,8:30:00,17:15:00,休館日は日曜日、年末年始（1/1～1/3）,王禅寺処理センターは、市北部のごみ処理の基幹的役割を担い、ごみの焼却に伴い発生する廃熱を利用した高効率発電設備を設け売電するとともに、公害防止等の面から厳しい管理値をクリアできる高度な設備を有し、脱炭素社会の構築や環境保全に寄与する施設です。,可,有,無,有,有,無,有,可,有,有,有,有,無,無,否,無,有,http://www.city.kawasaki.jp/shisetsu/category/43-4-0-0-0-0-0-0-0-0.html,,,
141305,141305000048 ,神奈川県川崎市,川崎生活環境事業所,カワサキセイカツカンキョウジギョウショ,,,2004,,,141313,,神奈川県川崎市川崎区塩浜4-11-9,神奈川県,川崎市,川崎区塩浜,,,35.53048735,139.749017,,,044-266-5747 ,,30kawase@city.kawasaki.jp,,,2100826,7000020141305,川崎市,月火水木金土,8:00:00,16:45:00,休館日は日曜日、年末年始（1/1～1/3）,廃棄物の収集及び運搬、し尿の収集及び運搬並びに浄化槽の清掃、廃棄物の適正な排出の指導及び減量化・資源化の推進等を行っています。,可,有,無,有,エレベーター有,有,無,可,無,有,有,無,無,無,否,否,可,http://www.city.kawasaki.jp/300/soshiki/7-6-7-0-0.html,,,
141305,141305000049 ,神奈川県川崎市,中原生活環境事業所,ナカハラセイカツカンキョウジギョウショ,,,2004,,,141330,,神奈川県川崎市中原区中丸子155-1,神奈川県,川崎市,中原区中丸子,,,35.56993707,139.6620397,,,044-411-9220 ,,30nakase@city.kawasaki.jp,,,2110012,7000020141305,川崎市,月火水木金土,8:00:00,16:45:00,休館日は日曜日、年末年始（1/1～1/3）,廃棄物の収集及び運搬、廃棄物の適正な排出の指導及び減量化・資源化の推進等を行っています。,可,無,無,有,スロープ有,無,無,可,無,可,無,無,無,無,否,無,可,http://www.city.kawasaki.jp/300/soshiki/7-12-0-0-0.html,,,
141305,141305000050 ,神奈川県川崎市,宮前生活環境事業所,ミヤマエセイカツカンキョウジギョウショ,,,2004,,,141364,,神奈川県川崎市宮前区宮崎172,神奈川県,川崎市,宮前区宮崎,,,35.59004366,139.5951831,,,044-866-9131 ,,30miyase@city.kawasaki.jp,,,2160033,7000020141305,川崎市,月火水木金土,8:00:00,16:45:00,休館日は日曜日、年末年始（1/1～1/3）,廃棄物の収集及び運搬、し尿の収集及び運搬並びに浄化槽の清掃、廃棄物の適正な排出の指導及び減量化・資源化の推進等を行っています。,可,無,無,有,有,無,無,可,無,有,有,無,無,無,否,無,可,http://www.city.kawasaki.jp/300/soshiki/7-7-0-0-0.html,,,
141305,141305000051 ,神奈川県川崎市,多摩生活環境事業所,タマセイカツカンキョウジギョウショ,,,2004,,,141356,,神奈川県川崎市多摩区枡形1-14-1,神奈川県,川崎市,多摩区枡形,,,35.61993867,139.5528247,,,044-933-4111 ,,30tamase@city.kawasaki.jp,,,2140032,7000020141305,川崎市,月火水木金土,8:00:00,16:45:00,休館日は日曜日、年末年始（1/1～1/3）,廃棄物の収集及び運搬、廃棄物の適正な排出の指導及び減量化・資源化の推進等を行っています。,可,無,無,有,スロープ有,無,無,有,無,有,有,無,無,無,否,無,有,http://www.city.kawasaki.jp/300/soshiki/7-10-0-0-0.html,,,
141305,141305000052 ,神奈川県川崎市,川崎市地球温暖化防止活動推進センター（ＣＣかわさき交流コーナー）,カワサキシチキュウオンダンカボウシカツドウスイシンセンター（シーシーカワサキコウリュウコーナー）,Kawasaki Center for Climate Change Actions,,1599,,,141348,,川崎市高津区溝口1-4-1ノクティ2　11階　高津市民館内,神奈川県,川崎市,高津区溝口,,,35.59903352,139.6128361,,,044-813-1313,,office@kwccca.com,,,2130001,7000020141305,川崎市,水木金土日,10:00:00,17:00:00,休館日は月火・年末年始(12/28-1/4),川崎市地球温暖化防止活動推進センターでは、地球温暖化対策に関する展示、講座の開催、相談・アドバイスなどを行っています。自ら地球温暖化防止活動を行うほか、地球温暖化防止活動の中間支援拠点として、地域の様々な活動団体と地球温暖化防止活動推進員を支援し、連携した活動を行っています。,可,有,無,有,有,有,無,可,有,有,有,有,有,有,可,無,可,https://www.cckawasaki.jp/kwccca/index.html,,,
141305,141305000053 ,神奈川県川崎市,かわさきエコ暮らし未来館,カワサキエコグラシミライカン,Kawasaki Eco Gurashi Mirai-kan（Kawasaki EcoLife museum For the Future）,,1010,,,141313,,川崎市川崎区浮島町509-1浮島処理センター内,神奈川県,川崎市,川崎区浮島町,,,35.51539297,139.7836384,,,044-223-8869,,ecokurashi-miraikan@os.tempstaff.jp,,,2100862,7000020141305,川崎市,火水木金土日,9:00:00,16:30:00,入場は16:00まで。休館日は月曜日、年末年始(12/28-1/3),地球温暖化、再生可能エネルギー、資源循環について、見て・聞いて・さわって楽しみながら体験する環境学習施設です。資源物を活用した工作などのミニ環境教室のほか、隣接する展望スペースからメガソーラー（浮島太陽光発電所）を見学できるガイドツアーも行っています。,可,有,無,有,スロープ、エレベーター有,有,無,可,有,有,有,有,無,無,可,無,可,https://eco-miraikan.jp/,,,
141305,141305000054 ,神奈川県川崎市,王禅寺エコ暮らし環境館,オウゼンジエコグラシカンキョウカン,Ozenji Eco Gurashi Kankyo-kan,エコ暮らし環境館,1010,,,141372,,川崎市麻生区王禅寺1285,神奈川県,川崎市,麻生区王禅寺,,,35.59251196,139.5248795,,,044-712-4637,,eco-kankyoukan@metawater.co.jp,,,2150013,7000020141305,川崎市,日月火木金土,09:00,16:30,入場は16:00まで。休館日は水曜日（水曜日が祝日の場合は翌平日が休館）、年末年始(12/28-1/3),王禅寺エコ暮らし環境館は資源循環や温暖化対策、自然共生について楽しく学ぶことができる施設です。コンピューターグラフィックスやタブレット端末を使ってゲームやクイズ形式で楽しく学べ、小学生の社会科見学にも活用されています。,可,有,無,有,有,有,無,可,有,有,有,有,無,有,可,無,可,https://www.eco-kankyoukan.jp/,https://www.eco-kankyoukan.jp/wp-content/uploads/2019/03/entrans.jpg,,
141305,141305000055 ,神奈川県川崎市,川崎市視覚障害者情報文化センター,カワサキシシカクショウガイシャジョウホウブンカセンター,,,1599,,,141313,,神奈川県川崎市川崎区堤根34-15ふれあいプラザかわさき3階,神奈川県,川崎市,川崎区堤根,,,35.52545712,139.692172,,,044‐222‐1611,,,,,2100026,,,,9:00:00,17:00:00,休館日は月曜日・祝日・月曜日にあたる祝日の翌日・年末年始・図書整理期間,川崎市内在住・在勤・在学の視覚障害者に対する点字図書と録音図書の貸出と、中途視覚障害者を対象にした各種相談・訓練を行うほか、便利グッズの常設展示と販売を行っています。また、音声解説付きDVD映画体験上映会、ヨガ教室、コンサートなどのイベントも定期的に開催しています。,可,無,無,有,有,有,有,可,無,可,無,"当センター内に無、
建物内に有",無,無,不可,無,可,http://www.kawasaki-icc.jp/,,,
